Sample Index,Peak 1,Peak 2,Peak 3
0,464.7,525.3,
1,464.7,,
2,464.7,596.0,
3,454.6,,
4,464.7,,
5,495.0,,
6,515.2,,
7,464.7,,
8,464.7,525.3,
9,555.6,,
10,454.6,,
11,464.7,,
12,565.7,,
13,474.8,,
14,464.7,,
15,474.8,,
16,464.7,535.4,
17,565.7,,
18,555.6,,
19,505.1,,
20,555.6,,
21,555.6,,
22,545.5,,
23,505.1,,
24,545.5,,
25,505.1,,
26,454.6,,
27,454.6,,
28,495.0,,
29,505.1,,
30,495.0,,
31,495.0,,
32,495.0,,
33,495.0,,
34,505.1,,
35,495.0,,
36,495.0,,
