Actual Wavelengths,Predicted Wavelengths
642.0375652712104,717.6490932891492
634.2051469157542,650.9883735344375
455.7816675912958,568.1160087323507
422.3969585258148,478.69398217405876
562.0019991124186,584.1849052187055
551.2614191811948,537.4795977591986
475.1495220819696,494.800307851251
466.2965617875934,451.75285138817884
664.6014143673349,662.354753161452
619.3985689213596,593.8330545014255
518.9311182718285,545.9671073406612
476.479471533738,481.88898832753324
752.3610982988511,718.4362168832588
614.3920808456768,658.6557479556978
574.5108091644089,595.3609055682969
436.0444400351601,491.0256378809797
673.1743843670963,718.5337139576243
601.9279607274094,652.7929315345984
498.2262426219892,572.4105935464125
375.85753466179426,479.94740215383257
