iter_008_train_190_Actual_Wavelength,iter_008_train_190_Predicted_Wavelength
664.6014143673349,688.9424618099217
619.3985689213596,627.0607229253715
518.9311182718285,562.9498845977319
476.479471533738,490.7409881128042
622.3418691115698,637.5081461235242
561.8216819589815,580.6027299106739
472.2113819267588,528.1846588039884
468.41237311769976,463.1090978604142
680.3067441056282,635.5625833538836
636.8202661301145,590.4588417900798
494.8083296652253,528.7735874068873
447.2748230458219,452.3533123301218
539.2630035181747,629.4076633820667
538.9591736445121,564.5308503968536
494.0468783190701,526.5243652176376
453.0898359519887,476.79017668460597
596.2905675905635,642.5528181960152
551.6301017650296,586.2088703029269
532.3922616410109,557.1141850107525
469.7482625469141,482.22308830672415
633.0855537735334,679.3350222776605
626.1386646949923,631.8367921596391
541.5995896549817,562.1273675475838
444.47380938997776,475.61476656780866
528.8204891980407,592.1270985785329
510.3625384901165,552.9491172240923
494.3328986406138,513.0932715043527
463.91949640449496,458.78478599636975
567.4867090590797,641.0361946703906
565.9883438292702,591.877759712178
558.1085340311523,553.2484354057564
448.4493169352268,469.5077001695732
698.7827201066591,658.1722490993212
686.5595905806545,609.2360580346549
614.797560251236,571.879060007164
450.8886448973554,493.69659819627145
702.530986930159,624.8886144949976
563.8065338640872,556.2632694790225
530.0139019122432,519.3852262588555
444.08127459114854,467.03123193738526
700.627275495785,620.2242610692952
595.4174258764446,565.8271746561364
533.6610553738483,539.1783285094504
467.97946618439687,476.3959172961189
602.6943258880774,618.0771205664502
572.8205117183716,566.8418068555793
555.0587327575885,531.1183674132424
454.3658736081916,464.8909024823109
704.6186162201132,693.5046195063532
651.4513226105233,633.3471151846057
636.8467915059942,565.7184480402054
543.4121991432592,474.11345892947554
645.2571534489554,681.5453563499659
598.0329385295252,612.2855354336826
561.5930909347676,566.5490126052055
486.5123406637388,504.85608287630043
568.7176027949133,617.9605628323079
549.059168386686,573.8455377616963
509.63069908218574,521.7045390968817
462.3016362354688,470.409185608492
897.7859053342904,674.5451606537035
703.6850127063283,600.2809280027082
628.7890620664117,542.3319107845331
617.50121530202,495.316661369506
551.7446645653912,645.0850497898944
520.0542634927892,573.3254883863907
464.21164970724425,509.91141732874206
448.8864072957066,461.13248795695597
572.3824839989642,641.0313467282656
567.2599832537726,591.0501422628388
544.9593648872828,553.7431331651901
447.5078756284887,483.2568524996543
599.9067437901979,676.72867715972
579.622843559374,630.5513713036648
530.752631532557,561.0352838655359
446.8294265717018,472.13343070751097
521.0028349635531,639.076106041782
492.8694151072838,582.142268196264
485.92581181990687,514.691346689828
477.4816921343061,458.7208209634948
883.9137013393809,627.6555703210151
670.2198203880475,555.3547807687614
628.251506204233,514.3072221780634
607.0226160146337,465.49604777068237
544.0097046304677,595.726230008434
525.0187914938344,558.4233885232939
521.1114652109535,533.5719507595776
446.1343339094556,464.26555923742416
642.2036243588196,639.3335116226788
602.296448424304,593.219046703716
483.4807214393936,529.9262409013139
440.3836981097085,452.2384471206114
831.5215709029452,647.465764531213
702.8279199121653,602.6952231454729
627.3304389588875,561.6957135438861
620.4448021319861,485.77743241283076
598.641817832653,672.5999136099978
581.2496063907054,633.2216544221893
552.9567277269363,596.0800773918173
465.736931290636,498.81669977354113
613.3467403349949,607.0096694012909
574.3866705839907,558.2833581384472
568.2488278768235,529.483148872302
453.97680327833547,463.6798547756154
586.826733870532,646.5770913201046
558.5088216848934,587.9727236456592
534.5227198449309,545.1639815502176
461.4655668837807,481.3613446330948
617.8885202787397,597.1746719605552
582.2590726071375,550.3306544526845
525.2228710201773,510.6743706205381
474.0915867474108,461.79162229452214
487.3007546155335,627.9829412140065
452.6130496607777,561.339051185694
450.5819555706401,515.5158304730107
420.47223918502647,463.39817493372885
747.8713425682434,677.3117345144461
603.1552420896735,600.1176437544187
595.564757016147,549.7288926933611
485.2427962802294,496.83932692066224
808.9820195810361,657.4180789732679
737.6270040010118,617.606343643489
718.5840110078352,577.3190802968179
587.0235374380363,487.6167621658137
492.34848299947487,598.4310672645959
490.1861035177276,559.688382628868
461.0671408438447,534.4085172575438
433.9821062432427,464.4544143533386
580.214669021434,646.4036596340636
574.4152741961453,592.482620735677
